image_id,preprocess_ms,forward_ms,post_ms,total_ms
19221,4.47,2169.68,0.15,2177.39
19402,4.28,1812.87,0.16,1820.8
19432,4.47,2301.11,0.15,2309.83
19742,3.42,1816.88,0.15,1822.58
19786,3.53,1941.61,0.15,1947.46
19924,3.92,2306.26,0.15,2312.83
20059,4.27,2189.37,0.15,2197.83
20107,3.58,2088.62,0.14,2094.72
20247,4.14,2113.91,0.16,2121.6
20333,4.52,1970.48,0.14,1978.28
20553,3.49,1937.04,0.15,1943.36
20571,4.78,2111.15,0.16,2120.67
20992,3.44,1848.22,0.14,1854.02
21167,4.18,2107.13,0.16,2113.78
21465,3.31,1883.93,0.13,1890.03
21503,4.8,1969.78,0.15,1977.77
21604,4.65,2017.13,0.15,2025.1
21839,4.92,1883.99,0.13,1893.25
21879,3.98,2470.97,0.16,2479.06
21903,4.52,1844.68,0.14,1853.38
22192,4.62,1807.97,0.15,1815.26
22371,3.1,1810.66,0.14,1815.45
22396,4.5,1837.43,0.14,1845.46
22479,4.81,1984.41,0.15,1992.57
22589,4.43,1887.72,0.13,1896.73
22623,4.33,1921.08,0.17,1928.55
22705,4.43,1900.08,0.14,1907.89
22755,4.43,2003.43,0.13,2011.53
22892,3.24,1925.07,0.13,1930.66
22935,4.27,1943.35,0.15,1950.99
22969,3.57,1918.59,0.14,1925.37
23023,4.78,1812.2,0.19,1820.23
23034,4.31,1843.8,0.14,1852.54
23126,3.97,2089.95,0.17,2096.51
23230,4.47,1819.04,0.16,1829.17
23272,3.59,2005.01,0.2,2011.6
23359,4.51,1810.56,0.18,1817.4
23666,4.5,1799.67,0.16,1807.89
23751,4.97,2131.1,0.16,2140.19
23781,4.15,1809.63,0.17,1817.31
23899,4.08,2008.0,0.15,2015.08
23937,4.11,1930.85,0.15,1938.87
24021,3.91,2018.03,0.16,2024.45
24027,3.64,1878.18,0.14,1884.07
24144,4.21,1861.21,0.15,1870.76
24243,4.45,2004.14,0.14,2013.32
24567,4.44,1969.26,0.16,1978.29
24610,4.8,2147.41,0.16,2155.51
24919,4.17,1846.58,0.15,1854.44
25057,4.14,1854.88,0.16,1862.89
25096,3.78,2089.63,0.14,2096.22
25139,3.3,1847.88,0.15,1853.83
25181,4.04,2064.61,0.15,2071.81
25228,4.23,1924.72,0.14,1932.7
25386,4.21,2069.05,0.16,2076.96
25393,4.51,1800.94,0.14,1808.93
25394,4.35,1852.7,0.16,1860.45
25424,4.35,1898.88,0.15,1906.32
25560,4.39,1879.45,0.14,1887.09
25593,4.23,1807.03,0.15,1816.55
25603,4.33,1861.31,0.15,1869.73
25986,4.96,1879.39,0.13,1888.19
26204,4.03,1939.09,0.16,1946.91
26465,3.63,1801.7,0.14,1807.6
26564,4.0,2170.55,0.14,2177.38
26690,4.26,1866.82,0.15,1874.57
26926,4.36,1966.32,0.14,1974.0
26941,3.97,1810.35,0.16,1818.36
27186,4.18,1813.35,0.15,1820.17
27620,4.29,2134.87,0.14,2142.6
27696,3.99,2238.38,0.16,2245.87
27768,5.11,1888.19,0.13,1897.5
27932,2.73,2016.72,0.16,2021.21
27972,4.13,1967.23,0.13,1975.28
27982,3.29,1806.73,0.15,1812.29
28285,4.16,1814.59,0.15,1822.79
28449,4.6,2090.67,0.14,2099.13
28452,4.53,1807.64,0.14,1816.34
28809,3.99,1937.43,0.16,1944.77
28993,4.16,1840.76,0.13,1849.53
29187,3.58,2063.44,0.18,2071.77
29393,3.28,1922.84,0.13,1929.28
29397,3.4,2048.46,0.17,2055.98
29596,3.6,1939.99,0.16,1947.12
29640,3.52,2005.75,0.2,2013.22
29675,4.15,1901.31,0.17,1909.5
29984,3.8,1885.59,0.16,1893.36
30213,3.77,2174.77,0.16,2183.79
30494,3.62,2057.11,0.17,2065.13
30504,3.82,2049.7,0.17,2057.95
30675,3.37,1928.21,0.16,1935.47
30785,3.79,1840.18,0.14,1848.13
30828,3.39,2091.45,0.15,2098.49
31050,3.64,1892.29,0.16,1899.82
31093,3.56,1838.18,0.15,1845.07
31118,3.3,1851.87,0.16,1859.11
31217,3.5,1849.79,0.15,1857.17
31248,2.89,1804.89,0.15,1810.11
31269,3.73,1857.29,0.16,1865.13
31296,3.55,1963.55,0.14,1971.02
31322,3.31,1805.06,0.15,1812.92
31620,3.74,1897.23,0.16,1904.46
31735,3.75,2081.32,0.14,2088.86
31749,4.16,1934.33,0.16,1943.9
31817,3.47,1887.32,0.13,1894.44
32038,2.89,1927.11,0.15,1932.24
32081,3.16,1933.22,0.15,1939.27
32285,3.46,2045.1,0.14,2051.43
32334,3.52,2052.06,0.16,2059.24
32570,3.52,1804.14,0.14,1811.62
32610,3.45,1799.57,0.14,1806.52
32735,3.37,2510.7,0.17,2517.06
32811,3.19,2041.13,0.14,2046.87
32817,4.08,2138.42,0.15,2145.93
32861,3.61,1835.91,0.13,1843.03
32887,3.49,2048.06,0.15,2055.26
32901,3.99,1977.6,0.16,1985.85
32941,3.75,1799.32,0.13,1807.23
33005,3.86,1850.14,0.14,1858.07
33104,3.27,2019.01,0.14,2025.63
33109,3.69,1841.75,0.14,1849.53
33114,3.55,1976.87,0.15,1984.1
33221,2.93,2168.66,0.14,2173.94
33368,3.52,1853.82,0.15,1859.99
33638,3.71,2014.67,0.14,2021.76
33707,4.08,1808.27,0.15,1816.75
33759,3.6,1894.09,0.17,1903.02
33854,3.5,2044.65,0.14,2052.05
34071,3.26,2019.69,0.16,2025.37
34139,3.64,1845.57,0.17,1852.95
34205,3.72,1802.43,0.15,1809.26
